key,family,family_display,category,subcategory,story_group,chapter_code,chapter_label,conversation_key,conversation_label,scene_key,scene_label,scene_group,scene_part_a,scene_part_b,line_index,dialogue_type,speaker_name,speaker_role,speaker_display,speaker_key,speaker_bucket,speaker_slot,speaker_confidence,mentions,text_raw,text_clean,source_path
caliburn_boss_1300_npc_00_00011,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_npc_00,boss_1300_npc_00,boss_1300,boss,1300,11,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,It appears the flying fortress was not their only weapon.,It appears the flying fortress was not their only weapon.,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_npc_00_00012,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_npc_00,boss_1300_npc_00,boss_1300,boss,1300,12,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,The scout's returned.,The scout's returned.,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_npc_00_00013,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_npc_00,boss_1300_npc_00,boss_1300,boss,1300,13,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,It's a cannon. A gigantic fucking cannon.,It's a cannon. A gigantic fucking cannon.,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_npc_00_00014,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_npc_00,boss_1300_npc_00,boss_1300,boss,1300,14,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,We thought the fortress was our only obstacle...,We thought the fortress was our only obstacle...,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_npc_00_00015,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_npc_00,boss_1300_npc_00,boss_1300,boss,1300,15,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,...But we can't just march against that monstrous thing.,...But we can't just march against that monstrous thing.,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_npc_00_00016,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_npc_00,boss_1300_npc_00,boss_1300,boss,1300,16,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Morale will dissipate the moment the men lay eyes on it.,Morale will dissipate the moment the men lay eyes on it.,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_player_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_player,boss_1300_player,boss_1300,boss,1300,1,player,,player,Player,Player,Player,,role,,Should we delay the attack?,Should we delay the attack?,gamedata/localizationstring_eng.paloc
caliburn_boss_1300_player_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,1300,Caliburn 1300,caliburn_boss_1300,boss_1300,caliburn_boss_1300_player,boss_1300_player,boss_1300,boss,1300,2,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2300_npc_00_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2300,Caliburn 2300,caliburn_boss_2300,boss_2300,caliburn_boss_2300_npc_00,boss_2300_npc_00,boss_2300,boss,2300,1,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2300_npc_00_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2300,Caliburn 2300,caliburn_boss_2300,boss_2300,caliburn_boss_2300_npc_00,boss_2300_npc_00,boss_2300,boss,2300,2,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,You made it.,You made it.,gamedata/localizationstring_eng.paloc
caliburn_boss_2300_npc_00_00003,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2300,Caliburn 2300,caliburn_boss_2300,boss_2300,caliburn_boss_2300_npc_00,boss_2300_npc_00,boss_2300,boss,2300,3,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,We must hurry.,We must hurry.,gamedata/localizationstring_eng.paloc
caliburn_boss_2300_player_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2300,Caliburn 2300,caliburn_boss_2300,boss_2300,caliburn_boss_2300_player,boss_2300_player,boss_2300,boss,2300,0,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2400_npc_00_00004,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2400,Caliburn 2400,caliburn_boss_2400,boss_2400,caliburn_boss_2400_npc_00,boss_2400_npc_00,boss_2400,boss,2400,4,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Greymane!,Greymane!,gamedata/localizationstring_eng.paloc
caliburn_boss_2400_npc_00_00009,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2400,Caliburn 2400,caliburn_boss_2400,boss_2400,caliburn_boss_2400_npc_00,boss_2400_npc_00,boss_2400,boss,2400,9,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"I'll deal with this, you get going!","I'll deal with this, you get going!",gamedata/localizationstring_eng.paloc
caliburn_boss_2400_player_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2400,Caliburn 2400,caliburn_boss_2400,boss_2400,caliburn_boss_2400_player,boss_2400_player,boss_2400,boss,2400,0,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2400_player_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2400,Caliburn 2400,caliburn_boss_2400,boss_2400,caliburn_boss_2400_player,boss_2400_player,boss_2400,boss,2400,2,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2400_player_00003,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2400,Caliburn 2400,caliburn_boss_2400,boss_2400,caliburn_boss_2400_player,boss_2400_player,boss_2400,boss,2400,3,player,,player,Player,Player,Player,,role,,Alright.,Alright.,gamedata/localizationstring_eng.paloc
caliburn_boss_2500_npc_00_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2500,Caliburn 2500,caliburn_boss_2500,boss_2500,caliburn_boss_2500_npc_00,boss_2500_npc_00,boss_2500,boss,2500,2,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Effort_combat,Effort_combat,gamedata/localizationstring_eng.paloc
caliburn_boss_2500_npc_00_00003,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2500,Caliburn 2500,caliburn_boss_2500,boss_2500,caliburn_boss_2500_npc_00,boss_2500_npc_00,boss_2500,boss,2500,3,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Reinforcements have arrived!,Reinforcements have arrived!,gamedata/localizationstring_eng.paloc
caliburn_boss_2500_npc_00_00004,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2500,Caliburn 2500,caliburn_boss_2500,boss_2500,caliburn_boss_2500_npc_00,boss_2500_npc_00,boss_2500,boss,2500,4,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Break through the bastards!,Break through the bastards!,gamedata/localizationstring_eng.paloc
caliburn_boss_2500_npc_00_00011,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2500,Caliburn 2500,caliburn_boss_2500,boss_2500,caliburn_boss_2500_npc_00,boss_2500_npc_00,boss_2500,boss,2500,11,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Secure the path!,Secure the path!,gamedata/localizationstring_eng.paloc
caliburn_boss_2500_player_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2500,Caliburn 2500,caliburn_boss_2500,boss_2500,caliburn_boss_2500_player,boss_2500_player,boss_2500,boss,2500,0,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2500_player_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2500,Caliburn 2500,caliburn_boss_2500,boss_2500,caliburn_boss_2500_player,boss_2500_player,boss_2500,boss,2500,1,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2600_npc_00_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2600,Caliburn 2600,caliburn_boss_2600,boss_2600,caliburn_boss_2600_npc_00,boss_2600_npc_00,boss_2600,boss,2600,1,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Rabid little cunts.,Rabid little cunts.,gamedata/localizationstring_eng.paloc
caliburn_boss_2600_npc_00_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2600,Caliburn 2600,caliburn_boss_2600,boss_2600,caliburn_boss_2600_npc_00,boss_2600_npc_00,boss_2600,boss,2600,2,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2600_npc_00_00003,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2600,Caliburn 2600,caliburn_boss_2600,boss_2600,caliburn_boss_2600_npc_00,boss_2600_npc_00,boss_2600,boss,2600,3,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Stay down!,Stay down!,gamedata/localizationstring_eng.paloc
caliburn_boss_2600_npc_00_00004,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2600,Caliburn 2600,caliburn_boss_2600,boss_2600,caliburn_boss_2600_npc_00,boss_2600_npc_00,boss_2600,boss,2600,4,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Come on!,Come on!,gamedata/localizationstring_eng.paloc
caliburn_boss_2600_player_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2600,Caliburn 2600,caliburn_boss_2600,boss_2600,caliburn_boss_2600_player,boss_2600_player,boss_2600,boss,2600,0,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_npc_00_00003,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_npc_00,boss_2700_npc_00,boss_2700,boss,2700,3,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,It's the Greymane!,It's the Greymane!,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_npc_00_00004,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_npc_00,boss_2700_npc_00,boss_2700,boss,2700,4,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Now's our chance!,Now's our chance!,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_npc_00_00005,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_npc_00,boss_2700_npc_00,boss_2700,boss,2700,5,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_npc_00_00017,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_npc_00,boss_2700_npc_00,boss_2700,boss,2700,17,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Let's deal with them quickly!,Let's deal with them quickly!,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_player_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_player,boss_2700_player,boss_2700,boss,2700,0,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_player_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_player,boss_2700_player,boss_2700,boss,2700,1,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2700_player_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2700,Caliburn 2700,caliburn_boss_2700,boss_2700,caliburn_boss_2700_player,boss_2700_player,boss_2700,boss,2700,2,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_enemy_00_00005,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_enemy_00,boss_2800_enemy_00,boss_2800,boss,2800,5,enemy_00,,enemy_00,Enemy 00,Enemy 00,Enemy,0,role,,Attack!,Attack!,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_npc_00_00004,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_npc_00,boss_2800_npc_00,boss_2800,boss,2800,4,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Watch your back!,Watch your back!,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_npc_00_00006,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_npc_00,boss_2800_npc_00,boss_2800,boss,2800,6,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_npc_00_00007,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_npc_00,boss_2800_npc_00,boss_2800,boss,2800,7,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Go! Head to the fort!,Go! Head to the fort!,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_player_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_player,boss_2800_player,boss_2800,boss,2800,0,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_player_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_player,boss_2800_player,boss_2800,boss,2800,1,player,,player,Player,Player,Player,,role,,Hm.,Hm.,gamedata/localizationstring_eng.paloc
caliburn_boss_2800_player_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,2800,Caliburn 2800,caliburn_boss_2800,boss_2800,caliburn_boss_2800_player,boss_2800_player,boss_2800,boss,2800,2,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00037,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,37,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Is that you, Greymane?","Is that you, Greymane?",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00038,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,38,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Same as ever. Though... not entirely, I suppose.","Same as ever. Though... not entirely, I suppose.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00039,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,39,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Good work. Go on. Spend the evening with your families.,Good work. Go on. Spend the evening with your families.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00040,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,40,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Now, now. There's no need for that. Go on.","Now, now. There's no need for that. Go on.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00041,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,41,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"It was here we first crossed paths, Greymane.","It was here we first crossed paths, Greymane.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00042,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,42,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Since that day... a great deal has changed.,Since that day... a great deal has changed.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00043,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,43,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Hope has returned to the citizens...,Hope has returned to the citizens...,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00044,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,44,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,That I have. Duke Celeste insisted upon it.,That I have. Duke Celeste insisted upon it.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00045,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,45,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,A responsibility I fear I wear like a poorly tailored cloak.,A responsibility I fear I wear like a poorly tailored cloak.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00046,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,46,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Thank you. I'll trust your judgment.,Thank you. I'll trust your judgment.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00047,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,47,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"With Demeniss's stranglehold slackening,<br/>Duke Celeste pours himself into rebuilding Hernand.","With Demeniss's stranglehold slackening,
Duke Celeste pours himself into rebuilding Hernand.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00048,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,48,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Marquis Serkis is the same as ever... brighter perhaps, now that his people know peace.","Marquis Serkis is the same as ever... brighter perhaps, now that his people know peace.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00049,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,49,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"This is what we fought for, is it not? Days such as these.","This is what we fought for, is it not? Days such as these.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00050,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,50,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Much has changed... yet the streets and stalls still bustle.,Much has changed... yet the streets and stalls still bustle.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00051,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,51,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,It shows that some things endure.,It shows that some things endure.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00052,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,52,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Now, there's a festival on. By order of the baron, go and enjoy it.","Now, there's a festival on. By order of the baron, go and enjoy it.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00053,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,53,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I'm glad we could at least share a word.,I'm glad we could at least share a word.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00057,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,57,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00058,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,58,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Mm. Haha.,Mm. Haha.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_00_00059,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_00,boss_3400_npc_00,boss_3400,boss,3400,59,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I'll be with you shortly.,I'll be with you shortly.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00054,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,54,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"All's quiet, sir.","All's quiet, sir.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00055,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,55,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Aye, marshal.","Aye, marshal.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00056,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,56,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Don't overwork yourself, milord!","Don't overwork yourself, milord!",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00060,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,60,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,You'd better not make that mistake again.,You'd better not make that mistake again.,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00061,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,61,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,That's baron to you now!,That's baron to you now!,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00062,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,62,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Yes, my lord.","Yes, my lord.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00063,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,63,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Oh, right...","Oh, right...",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00064,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,64,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Thank you, milord!","Thank you, milord!",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_npc_01_00065,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_npc_01,boss_3400_npc_01,boss_3400,boss,3400,65,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Baron, if I may...","Baron, if I may...",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_player_00030,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_player,boss_3400_player,boss_3400,boss,3400,30,player,,player,Player,Player,Player,,role,,How are things?,How are things?,gamedata/localizationstring_eng.paloc
caliburn_boss_3400_player_00031,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_player,boss_3400_player,boss_3400,boss,3400,31,player,,player,Player,Player,Player,,role,,"And now it seems, you've been made a baron.","And now it seems, you've been made a baron.",gamedata/localizationstring_eng.paloc
caliburn_boss_3400_player_00032,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3400,Caliburn 3400,caliburn_boss_3400,boss_3400,caliburn_boss_3400_player,boss_3400_player,boss_3400,boss,3400,32,player,,player,Player,Player,Player,,role,,You'll do well.,You'll do well.,gamedata/localizationstring_eng.paloc
